Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'534450883000,AG_FOOD,S09012019E09302019,3600
'846209380000,IM,S04012019E04302019,880
'323130058248,NONMET_PRO,S11012019E11302019,3960
'504450845200,IM,S05012019E05312019,27280
'511140380000,AG_FOOD,S06012019E06302019,4000
'881217380000,CHEM_PET,S12012019E12312019,3800
'511168323130,AG_FOOD,S06012019E06302019,9900
'647000879556,CHEM_PET,S08012019E08312019,3920
'509060380000,AG_FOOD,S08012019E08312019,4400
'684119598180,FOR_PROD,S03012019E03312019,2920
'853116380000,FOR_PROD,S08012019E08312019,3600
'439900604483,OTHER,S11012019E11302019,1600
'732138380000,NONMET_PRO,S07012019E07312019,8240
'516564514474,CHEM_PET,S12012019E12312019,2560
'684703625930,OTHER,S06012019E06302019,2640
'318200058248,MO_VEH,S09012019E09302019,1200
'840355380000,FOR_PROD,S02012019E02282019,3920
'731136728145,COAL,S05012019E05312019,30414
'318200318100,MO_VEH,S06012019E06302019,14640
'380000386212,AG_FOOD,S02012019E02282019,3800
'731154537592,COAL,S04012019E04302019,28080
'380000846209,IM,S04012019E04302019,2040
'396640674278,AG_FOOD,S01012019E01312019,3280
'380000553900,OTHER,S09012019E09302019,1240
'623170682243,MET_ORE,S08012019E08312019,3720
'731136790161,COAL,S06012019E06302019,87270
'842195853470,AG_FOOD,S08012019E08312019,4896
'504690380000,MET_ORE,S10012019E10312019,7200
'797000883000,IM,S12012019E12312019,3040
'566900774900,MO_VEH,S01012019E01312019,600
'472600571220,OTHER,S03012019E03312019,1240
'093768854119,CHEM_PET,S05012019E05312019,4000
'521560566900,AG_FOOD,S12012019E12312019,7520
'533813547500,AG_FOOD,S04012019E04302019,4040
'503160742585,AG_FOOD,S08012019E08312019,8440
'380000631472,CHEM_PET,S09012019E09302019,4280
'744300380000,MO_VEH,S08012019E08312019,480
'383454647000,AG_FOOD,S09012019E09302019,3800
'846200439900,CHEM_PET,S06012019E06302019,3720
'731134323130,COAL,S08012019E08312019,29532
'512975336025,CHEM_PET,S07012019E07312019,3360
'708576849990,AG_FOOD,S06012019E06302019,25792
'384850763847,NONMET_PRO,S06012019E06302019,11472
'398101645543,COAL,S04012019E04302019,459478
'647000684800,CHEM_PET,S07012019E07312019,3600
'684775380000,CHEM_PET,S06012019E06302019,18520
'380000689879,CHEM_PET,S12012019E12312019,11320
'588440604112,MET_ORE,S04012019E04302019,5004
'504450380000,AG_FOOD,S05012019E05312019,9720
'487940362412,FOR_PROD,S07012019E07312019,3920
'844394380000,FOR_PROD,S02012019E02282019,11000
'305172380000,FOR_PROD,S09012019E09302019,3840
'566900629353,AG_FOOD,S01012019E01312019,3520
'621684626200,NONMET_PRO,S09012019E09302019,15384
'779559576550,AG_FOOD,S01012019E01312019,4200
'472600598180,OTHER,S12012019E12312019,10000
'717110849990,CHEM_PET,S11012019E11302019,23416
'472610514150,MET_ORE,S07012019E07312019,3440
'500361058248,MET_ORE,S03012019E03312019,3800
'555733553577,OTHER,S04012019E04302019,1240
'668100883735,IM,S11012019E11302019,25960
'387292645962,AG_FOOD,S12012019E12312019,19890
'846200668100,MO_VEH,S03012019E03312019,1000
'875640439900,FOR_PROD,S06012019E06302019,320
'380000883000,NONMET_PRO,S11012019E11302019,4520
'439900553200,IM,S04012019E04302019,960
'381299880270,MET_ORE,S12012019E12312019,320
'684773396609,CHEM_PET,S04012019E04302019,9360
'688190684773,CHEM_PET,S10012019E10312019,3680
'507997509383,CHEM_PET,S07012019E07312019,3880
'704150572740,CHEM_PET,S09012019E09302019,2640
'472600503550,MET_ORE,S01012019E01312019,3480
'547500506880,OTHER,S11012019E11302019,1360
'684800584092,IM,S08012019E08312019,1640
'513670604483,AG_FOOD,S09012019E09302019,4000
'840600848772,IM,S02012019E02282019,13440
'380000684800,CHEM_PET,S01012019E01312019,840
'637212744300,NONMET_PRO,S01012019E01312019,3480
'588350566900,AG_FOOD,S02012019E02282019,3360
'875640456200,AG_FOOD,S01012019E01312019,10160
'842195380000,AG_FOOD,S02012019E02282019,3600
'744836853470,AG_FOOD,S12012019E12312019,2960
'875640684800,CHEM_PET,S11012019E11302019,2320
'668141380000,OTHER,S08012019E08312019,7280
'380000537940,CHEM_PET,S08012019E08312019,3840
'645172058248,CHEM_PET,S11012019E11302019,3760
'537933797000,CHEM_PET,S10012019E10312019,4160
'853470093768,CHEM_PET,S06012019E06302019,5472
'584092883213,AG_FOOD,S02012019E02282019,3160
'883735584092,IM,S01012019E01312019,15960
'567507512646,CHEM_PET,S05012019E05312019,8248
'485650647000,MO_VEH,S10012019E10312019,1520
'384838742872,NONMET_PRO,S03012019E03312019,3800
'380000846383,CHEM_PET,S06012019E06302019,2960
'845203380000,FOR_PROD,S05012019E05312019,920
'698350690660,OTHER,S03012019E03312019,1360
'647000840555,MET_ORE,S11012019E11302019,3680
'743535845200,AG_FOOD,S07012019E07312019,3600
'711511797000,FOR_PROD,S04012019E04302019,4040
'384020581520,MO_VEH,S06012019E06302019,1840
'517130553170,AG_FOOD,S02012019E02282019,3480
'665450686152,CHEM_PET,S01012019E01312019,3360
'511168382482,AG_FOOD,S03012019E03312019,12760
'380000883734,CHEM_PET,S02012019E02282019,2680
'315700047600,MO_VEH,S05012019E05312019,1120
'380000381851,AG_FOOD,S03012019E03312019,4000
'846200846399,AG_FOOD,S09012019E09302019,3000
'744189380000,CHEM_PET,S09012019E09302019,5800
'683670684735,NONMET_PRO,S01012019E01312019,28500
'522460849660,AG_FOOD,S07012019E07312019,25132
'684773706720,CHEM_PET,S06012019E06302019,4000
'584092883735,AG_FOOD,S01012019E01312019,8120
'380000626200,MO_VEH,S11012019E11302019,1480
'876411684800,IM,S03012019E03312019,2760
'846777567507,FOR_PROD,S07012019E07312019,3960
'784185797000,OTHER,S07012019E07312019,18200
'509330883628,AG_FOOD,S05012019E05312019,7360
'387260645519,AG_FOOD,S09012019E09302019,48332
'567500883715,IM,S07012019E07312019,800
'386215388260,AG_FOOD,S12012019E12312019,3440
'517224668200,AG_FOOD,S09012019E09302019,4000
'566900534960,CHEM_PET,S05012019E05312019,7200
'070333744300,FOR_PROD,S03012019E03312019,3760
'439900876411,IM,S11012019E11302019,4680
'381299696900,IM,S04012019E04302019,440
'744300396640,OTHER,S10012019E10312019,1245
'503550689100,AG_FOOD,S01012019E01312019,4400
'668100883737,IM,S07012019E07312019,13600
'380000586760,NONMET_PRO,S07012019E07312019,4160
'305172439900,FOR_PROD,S06012019E06302019,3840
'325782642136,AG_FOOD,S03012019E03312019,10008
'566900524490,OTHER,S10012019E10312019,1400
'553900698350,AG_FOOD,S10012019E10312019,31440
'558130553577,OTHER,S05012019E05312019,1240
'522170844149,AG_FOOD,S04012019E04302019,4160
'708787093804,COAL,S05012019E05312019,120592
'667595880278,MET_ORE,S10012019E10312019,3280
'883000380000,CHEM_PET,S05012019E05312019,20640
'386260698350,AG_FOOD,S05012019E05312019,56714
'384134744300,OTHER,S05012019E05312019,2000
'876119883628,CHEM_PET,S08012019E08312019,8520
'684882684800,CHEM_PET,S10012019E10312019,3480
'711160842659,AG_FOOD,S10012019E10312019,5400
'731183538460,COAL,S10012019E10312019,31938
'731156439900,COAL,S04012019E04302019,94534
'645172439900,CHEM_PET,S07012019E07312019,22640
'731153667797,COAL,S12012019E12312019,94362
'538428439900,AG_FOOD,S01012019E01312019,12200
'439900672322,OTHER,S08012019E08312019,5640
'684790887110,CHEM_PET,S02012019E02282019,3880
'584092883737,MET_ORE,S10012019E10312019,920
'439875058248,MO_VEH,S02012019E02282019,80
'742325566900,CHEM_PET,S11012019E11302019,59676
'731136567213,COAL,S04012019E04302019,97830
'883732384020,IM,S10012019E10312019,19520
'784176686152,CHEM_PET,S08012019E08312019,3880
'622300658670,CHEM_PET,S05012019E05312019,3480
'513942762800,CHEM_PET,S08012019E08312019,2960
'504050513758,NONMET_PRO,S12012019E12312019,34452
'622300668200,CHEM_PET,S07012019E07312019,3520
'504450845200,MET_ORE,S01012019E01312019,880
'514760472600,CHEM_PET,S09012019E09302019,27321
'528450846200,AG_FOOD,S12012019E12312019,25672
'534576383446,OTHER,S09012019E09302019,1480
'509383338273,AG_FOOD,S04012019E04302019,3912
'503589849687,AG_FOOD,S02012019E02282019,21186
'706138849660,AG_FOOD,S06012019E06302019,25080
'380000049810,AG_FOOD,S03012019E03312019,3920
'684790686212,CHEM_PET,S08012019E08312019,4040
'844720742872,FOR_PROD,S05012019E05312019,3400
'090361849687,MET_ORE,S06012019E06302019,7280
'794222746681,NONMET_PRO,S09012019E09302019,17396
'503136521560,CHEM_PET,S11012019E11302019,26412
'698350439900,OTHER,S06012019E06302019,1360
'632452674787,CHEM_PET,S09012019E09302019,7840
'629660684300,CHEM_PET,S10012019E10312019,2880
'731120538453,COAL,S03012019E03312019,30516
'070333689880,CHEM_PET,S07012019E07312019,2280
'584092797000,IM,S02012019E02282019,4440
'732728679157,NONMET_PRO,S11012019E11302019,4200
'384020883734,MET_ORE,S12012019E12312019,4600
'696900883000,MET_ORE,S09012019E09302019,3880
'731120566545,COAL,S12012019E12312019,32610
'381299774900,IM,S06012019E06302019,2200
'830365683650,FOR_PROD,S03012019E03312019,3600
'532241380000,CHEM_PET,S04012019E04302019,54828
'384040058248,IM,S10012019E10312019,23720
'380000883735,IM,S02012019E02282019,3360
'327460380000,FOR_PROD,S09012019E09302019,3720
'706135849687,AG_FOOD,S01012019E01312019,25570
'515642883160,CHEM_PET,S11012019E11302019,54333
'876411684800,IM,S02012019E02282019,5560
'848772845200,IM,S09012019E09302019,120
'299210514640,CHEM_PET,S03012019E03312019,3680
'504450537940,CHEM_PET,S01012019E01312019,7176
'096592131166,FOR_PROD,S04012019E04302019,2880
'522695846200,AG_FOOD,S02012019E02282019,25304
'684587380000,CHEM_PET,S06012019E06302019,50240
'513658849660,AG_FOOD,S12012019E12312019,24426
'668610623550,NONMET_PRO,S10012019E10312019,9060
'880270456200,IM,S05012019E05312019,42160
'731150686484,COAL,S08012019E08312019,236240
'325782047600,AG_FOOD,S04012019E04302019,4008
'788150787182,CHEM_PET,S05012019E05312019,8040
'093768684704,FOR_PROD,S09012019E09302019,3440
'456200880270,FOR_PROD,S12012019E12312019,2320
'303961324740,FOR_PROD,S12012019E12312019,15040
'711160380000,FOR_PROD,S11012019E11302019,7880
'840600380000,CHEM_PET,S11012019E11302019,280
'689100689880,CHEM_PET,S01012019E01312019,3800
'731153521410,COAL,S01012019E01312019,220304
'706720886546,CHEM_PET,S12012019E12312019,7000
'647000684735,CHEM_PET,S11012019E11302019,11600
'503160875894,AG_FOOD,S09012019E09302019,4280
'080116704660,CHEM_PET,S12012019E12312019,3800
'381313324795,AG_FOOD,S06012019E06302019,3560
'331517331517,CHEM_PET,S11012019E11302019,7200
'556257684800,AG_FOOD,S06012019E06302019,3880
'384838635478,NONMET_PRO,S11012019E11302019,25146
'658670684587,CHEM_PET,S08012019E08312019,105680
'567500883737,IM,S03012019E03312019,160
'623550686180,AG_FOOD,S05012019E05312019,22626
'506530566900,OTHER,S03012019E03312019,2400
'329696729177,NONMET_PRO,S04012019E04302019,4640
'684150668200,CHEM_PET,S02012019E02282019,4000
'665450664473,CHEM_PET,S11012019E11302019,7200
'883735384020,CHEM_PET,S08012019E08312019,720
'513670511768,CHEM_PET,S08012019E08312019,5976
'537990537940,OTHER,S09012019E09302019,408
'883000380000,MO_VEH,S01012019E01312019,200
'380000853470,IM,S09012019E09302019,63520
'875640584092,FOR_PROD,S05012019E05312019,600
'706720597660,CHEM_PET,S10012019E10312019,4212
'880270380000,CHEM_PET,S11012019E11302019,7640
'528230849687,AG_FOOD,S10012019E10312019,25798
'384824665943,NONMET_PRO,S06012019E06302019,58281
'509330534450,AG_FOOD,S12012019E12312019,18368
'096890536870,FOR_PROD,S09012019E09302019,3760
'846209853470,IM,S10012019E10312019,2280
'472600797152,MO_VEH,S05012019E05312019,3000
'840576380000,OTHER,S08012019E08312019,396
'576550604112,MET_ORE,S02012019E02282019,3000
'883252584092,IM,S07012019E07312019,9120
'515164849687,AG_FOOD,S06012019E06302019,30138
'514324846200,AG_FOOD,S06012019E06302019,25732
'511493531434,OTHER,S12012019E12312019,1200
'439900604483,AG_FOOD,S05012019E05312019,1760
'384040058248,AG_FOOD,S05012019E05312019,3480
'647000658320,CHEM_PET,S08012019E08312019,3520
'704660519144,NONMET_PRO,S01012019E01312019,47520
'534943504452,MET_ORE,S12012019E12312019,15520
'845200439900,CHEM_PET,S07012019E07312019,680
'684735626200,CHEM_PET,S10012019E10312019,3640
'684587647000,CHEM_PET,S08012019E08312019,69880
'537990380000,AG_FOOD,S06012019E06302019,11160
'384824777572,NONMET_PRO,S12012019E12312019,116987
'883737584092,CHEM_PET,S12012019E12312019,760
'681697883000,FOR_PROD,S06012019E06302019,9600
'748537542880,NONMET_PRO,S01012019E01312019,24796
'534450534580,OTHER,S07012019E07312019,1160
'684882684773,CHEM_PET,S09012019E09302019,3040
'584092883257,AG_FOOD,S02012019E02282019,840
'571220527180,NONMET_PRO,S02012019E02282019,17600
'883737456200,CHEM_PET,S07012019E07312019,760
'844190626200,FOR_PROD,S06012019E06302019,3160
'875640879574,CHEM_PET,S03012019E03312019,4000
'513942842114,CHEM_PET,S02012019E02282019,5120
'588440588250,OTHER,S02012019E02282019,492
'731122389163,COAL,S08012019E08312019,32288
'684777689100,CHEM_PET,S07012019E07312019,8320
'853470093768,MET_ORE,S08012019E08312019,3420
'080116848481,AG_FOOD,S01012019E01312019,4200
'658670584130,CHEM_PET,S08012019E08312019,4320
'880270668100,IM,S05012019E05312019,46520
'731154537988,COAL,S08012019E08312019,29618
'880270380000,AG_FOOD,S09012019E09302019,8400
'708789506089,COAL,S02012019E02282019,28398
'517224336746,AG_FOOD,S08012019E08312019,10572
'646135647000,CHEM_PET,S10012019E10312019,3880
'604114566900,MET_ORE,S07012019E07312019,3240
'883000384020,IM,S06012019E06302019,86040
'522417840531,AG_FOOD,S12012019E12312019,4360
'553200883213,AG_FOOD,S04012019E04302019,9440
'479947889000,MET_ORE,S03012019E03312019,3360
'588440706461,OTHER,S08012019E08312019,552
'479800439875,IM,S10012019E10312019,2040
'883710384020,IM,S05012019E05312019,4200
'689100623550,NONMET_PRO,S01012019E01312019,3960
'513658849660,AG_FOOD,S05012019E05312019,25750
'531648380000,CHEM_PET,S01012019E01312019,22944
'439875646505,IM,S10012019E10312019,600
'511740380000,AG_FOOD,S04012019E04302019,54160
'845200875640,MET_ORE,S09012019E09302019,7840
'587970672230,CHEM_PET,S02012019E02282019,3920
'472600876185,MO_VEH,S07012019E07312019,7480
'777520696900,CHEM_PET,S08012019E08312019,10920
'514149553200,AG_FOOD,S05012019E05312019,4280
'508872380000,AG_FOOD,S11012019E11302019,12608
'332330335714,FOR_PROD,S05012019E05312019,7000
'518444380000,CHEM_PET,S07012019E07312019,7600
'714166847698,FOR_PROD,S02012019E02282019,2400
'513942504132,CHEM_PET,S10012019E10312019,2480
'876411684800,CHEM_PET,S04012019E04302019,1440
'621644559550,CHEM_PET,S11012019E11302019,3920
'383414381293,CHEM_PET,S06012019E06302019,4240
'645172384182,CHEM_PET,S02012019E02282019,3320
'533340380000,AG_FOOD,S12012019E12312019,8880
'584250684800,AG_FOOD,S07012019E07312019,25566
'438243486930,CHEM_PET,S11012019E11302019,3800
'384020846206,IM,S07012019E07312019,5720
'581520889593,MO_VEH,S04012019E04302019,1840
'585650792140,AG_FOOD,S01012019E01312019,8600
'472600668100,MO_VEH,S01012019E01312019,3200
'544688380000,CHEM_PET,S02012019E02282019,7120
'612200844140,MET_ORE,S02012019E02282019,3560
'684800439940,AG_FOOD,S11012019E11302019,3560
'481680876185,MO_VEH,S10012019E10312019,800
'522147844397,CHEM_PET,S06012019E06302019,3840
'080116722127,CHEM_PET,S09012019E09302019,8880
'380000845203,CHEM_PET,S02012019E02282019,14400
'875640567500,CHEM_PET,S02012019E02282019,520
'846206380000,IM,S08012019E08312019,5800
'686152696900,CHEM_PET,S04012019E04302019,14220
'698350668200,MET_ORE,S04012019E04302019,3640
'388260380000,CHEM_PET,S02012019E02282019,3840
'883252567500,IM,S01012019E01312019,4120
'504450774900,CHEM_PET,S04012019E04302019,14080
'686760684735,CHEM_PET,S01012019E01312019,8160
'797000584092,IM,S09012019E09302019,9840
'658670734150,CHEM_PET,S08012019E08312019,5760
'883000456200,AG_FOOD,S10012019E10312019,720
'534450513484,CHEM_PET,S08012019E08312019,5868
'732138500751,NONMET_PRO,S02012019E02282019,7720
'748537380000,MET_ORE,S01012019E01312019,4764
'380002439875,AG_FOOD,S10012019E10312019,960
'621644743869,CHEM_PET,S05012019E05312019,3920
'645523646135,AG_FOOD,S12012019E12312019,4280
'394358489768,AG_FOOD,S06012019E06302019,9016
'883734380000,IM,S09012019E09302019,35680
'547500744300,AG_FOOD,S02012019E02282019,3840
'533811047600,CHEM_PET,S12012019E12312019,3800
'687478384020,MO_VEH,S04012019E04302019,4800
'439900876411,IM,S02012019E02282019,9280
'732114566900,NONMET_PRO,S04012019E04302019,29280
'456200880270,IM,S03012019E03312019,54680
'506880522170,NONMET_PRO,S09012019E09302019,13488
'380000883632,CHEM_PET,S11012019E11302019,3640
'509163849687,AG_FOOD,S11012019E11302019,25768
'732112380000,NONMET_PRO,S04012019E04302019,3920
'658320380000,FOR_PROD,S05012019E05312019,3200
'537990597660,AG_FOOD,S04012019E04302019,3360
'384824513758,NONMET_PRO,S05012019E05312019,34377
'584092883252,CHEM_PET,S11012019E11302019,400
'600721694694,NONMET_PRO,S08012019E08312019,30681
'668200384188,CHEM_PET,S01012019E01312019,3480
'708789849660,COAL,S08012019E08312019,17052
'584092883715,IM,S10012019E10312019,1120
'500900511168,NONMET_PRO,S10012019E10312019,10144
'645968647000,CHEM_PET,S08012019E08312019,3600
'684210684300,CHEM_PET,S04012019E04302019,3200
'672353696867,CHEM_PET,S01012019E01312019,2480
'794222875640,NONMET_PRO,S02012019E02282019,8920
'384188380000,AG_FOOD,S05012019E05312019,6840
'645172439844,CHEM_PET,S03012019E03312019,7960
'322420327488,FOR_PROD,S03012019E03312019,10400
'439900668610,FOR_PROD,S06012019E06302019,4360
'506160674278,AG_FOOD,S08012019E08312019,24728
'456200880270,MO_VEH,S10012019E10312019,400
'380000503963,MO_VEH,S09012019E09302019,920
'500900335714,FOR_PROD,S02012019E02282019,3400
'397466479800,COAL,S06012019E06302019,24680
'844397790151,CHEM_PET,S12012019E12312019,2360
'686760527180,CHEM_PET,S11012019E11302019,3520
'380000883000,AG_FOOD,S07012019E07312019,8880
'846203380000,IM,S06012019E06302019,2120
'380000875640,CHEM_PET,S06012019E06302019,9240
'513670503136,AG_FOOD,S02012019E02282019,3920
'566330742337,CHEM_PET,S09012019E09302019,3600
'534580534960,MET_ORE,S02012019E02282019,3720
'519263883160,CHEM_PET,S08012019E08312019,2680
'883734384020,IM,S02012019E02282019,29680
'644800647000,CHEM_PET,S07012019E07312019,7560
'584092883735,IM,S08012019E08312019,9720
'686279684735,CHEM_PET,S03012019E03312019,12120
'567500883000,CHEM_PET,S01012019E01312019,3200
'305120047600,CHEM_PET,S12012019E12312019,3880
'706720852860,CHEM_PET,S01012019E01312019,9540
'708550831438,CHEM_PET,S08012019E08312019,4240
'534576538428,OTHER,S02012019E02282019,1280
'731154549260,COAL,S02012019E02282019,355528
'391350645364,CHEM_PET,S03012019E03312019,3400
'511669380000,AG_FOOD,S04012019E04302019,4280
'734150845200,NONMET_PRO,S11012019E11302019,3456
'549260503550,CHEM_PET,S01012019E01312019,4040
'698350554170,OTHER,S02012019E02282019,1840
'641150328180,FOR_PROD,S05012019E05312019,3920
'380000668100,AG_FOOD,S08012019E08312019,16240
'706720380000,AG_FOOD,S04012019E04302019,3520
'880270380000,FOR_PROD,S12012019E12312019,840
'558277883160,CHEM_PET,S11012019E11302019,28936
'512646849687,AG_FOOD,S04012019E04302019,23724
'380000684735,CHEM_PET,S08012019E08312019,4280
'883000439900,IM,S03012019E03312019,157760
'384824689100,NONMET_PRO,S12012019E12312019,8240
'516964381380,CHEM_PET,S11012019E11302019,4080
'875640381299,IM,S04012019E04302019,480
'889593380000,MO_VEH,S02012019E02282019,6400
'557613472600,AG_FOOD,S03012019E03312019,3000
'784139880231,COAL,S03012019E03312019,30078
'881249881525,CHEM_PET,S07012019E07312019,2920
'513942790151,CHEM_PET,S05012019E05312019,5040
'731136505250,COAL,S01012019E01312019,116662
'668200631472,OTHER,S07012019E07312019,3640
'528230717131,CHEM_PET,S12012019E12312019,3840
'323235327460,FOR_PROD,S09012019E09302019,2400
'517130553170,AG_FOOD,S05012019E05312019,3560
'671685380000,CHEM_PET,S03012019E03312019,7160
'641150331150,FOR_PROD,S11012019E11302019,2800
'327877380000,NONMET_PRO,S09012019E09302019,9280
'513942844140,CHEM_PET,S02012019E02282019,40078
'698350380000,MO_VEH,S01012019E01312019,8000
'380000840600,IM,S04012019E04302019,11320
'889000774900,MO_VEH,S08012019E08312019,800
'392200487230,AG_FOOD,S01012019E01312019,4200
'391480392200,AG_FOOD,S09012019E09302019,18500
'840363849197,NONMET_PRO,S06012019E06302019,6360
'516974853470,CHEM_PET,S08012019E08312019,16552
'456200880270,FOR_PROD,S10012019E10312019,800
'090361880278,MET_ORE,S03012019E03312019,3600
'517224513670,AG_FOOD,S09012019E09302019,12000
'537933793168,CHEM_PET,S03012019E03312019,4120
'708550849687,AG_FOOD,S05012019E05312019,50076
'517173337146,AG_FOOD,S05012019E05312019,4280
'546297476917,AG_FOOD,S04012019E04302019,8040
'522147840600,CHEM_PET,S05012019E05312019,7680
'731134672694,COAL,S11012019E11302019,28420
'512646381313,AG_FOOD,S01012019E01312019,25516
'524490875850,AG_FOOD,S10012019E10312019,6516
'668100875640,AG_FOOD,S02012019E02282019,6840
'777550384020,CHEM_PET,S11012019E11302019,3320
'303961303965,FOR_PROD,S06012019E06302019,2800
'556844566900,MET_ORE,S07012019E07312019,3600
'439875047600,AG_FOOD,S11012019E11302019,4400
'853470668100,AG_FOOD,S01012019E01312019,680
'080116847883,CHEM_PET,S02012019E02282019,3160
'534450681697,AG_FOOD,S05012019E05312019,3760
'439900883642,FOR_PROD,S11012019E11302019,3840
'531422534943,MET_ORE,S05012019E05312019,7200
'883209380000,IM,S01012019E01312019,7040
'396292742248,MET_ORE,S07012019E07312019,6240
'587970598180,CHEM_PET,S09012019E09302019,7960
'584092797000,IM,S10012019E10312019,6240
'667300742337,FOR_PROD,S06012019E06302019,3440
'513670878762,AG_FOOD,S10012019E10312019,3920
'557733674278,AG_FOOD,S05012019E05312019,24286
'380000708569,MO_VEH,S10012019E10312019,4200
'516564844397,CHEM_PET,S08012019E08312019,9240
'387292645519,AG_FOOD,S01012019E01312019,20670
'880201797000,NONMET_PRO,S08012019E08312019,8040
'522444380000,AG_FOOD,S08012019E08312019,12520
'831438380000,FOR_PROD,S04012019E04302019,13840
'439875487230,IM,S06012019E06302019,600
'698350080116,OTHER,S10012019E10312019,1800
'380000797000,CHEM_PET,S09012019E09302019,7360
'504600504450,OTHER,S04012019E04302019,4000
'684773658670,CHEM_PET,S10012019E10312019,3080
'323672323130,NONMET_PRO,S11012019E11302019,58710
'731154549260,COAL,S01012019E01312019,321912
'880270380000,FOR_PROD,S09012019E09302019,120
'846203384020,IM,S04012019E04302019,23360
'386260584250,AG_FOOD,S02012019E02282019,8040
'621644553170,CHEM_PET,S06012019E06302019,3920
'584092883000,AG_FOOD,S03012019E03312019,7960
'706720762793,CHEM_PET,S06012019E06302019,3560
'384020883732,CHEM_PET,S10012019E10312019,5160
'846777742337,CHEM_PET,S12012019E12312019,3880
'794222875640,NONMET_PRO,S06012019E06302019,8920
'559970849687,AG_FOOD,S01012019E01312019,46356
'883734684800,IM,S12012019E12312019,2640
'080116707450,OTHER,S12012019E12312019,2000
'571220536870,NONMET_PRO,S12012019E12312019,4640
'584092883735,AG_FOOD,S02012019E02282019,5400
'380000880270,FOR_PROD,S11012019E11302019,14360
'744189881229,CHEM_PET,S07012019E07312019,3192
'439900646132,AG_FOOD,S05012019E05312019,3720
'380000668100,CHEM_PET,S01012019E01312019,7400
'380000684800,AG_FOOD,S01012019E01312019,1080
'305172325562,FOR_PROD,S05012019E05312019,8240
'519263840574,CHEM_PET,S05012019E05312019,2600
'559160792140,AG_FOOD,S08012019E08312019,3564
'604163382867,MET_ORE,S12012019E12312019,3600
'684587744300,CHEM_PET,S09012019E09302019,3920
'668200667595,MET_ORE,S02012019E02282019,3000
'305983303961,FOR_PROD,S06012019E06302019,3800
'668100883000,MO_VEH,S09012019E09302019,760
'584092883000,IM,S07012019E07312019,54200
'645172396640,CHEM_PET,S09012019E09302019,4000
'382880687475,NONMET_PRO,S02012019E02282019,33120
'484040889000,FOR_PROD,S12012019E12312019,3080
'731136567881,COAL,S02012019E02282019,98424
'684790684800,CHEM_PET,S01012019E01312019,3920
'668200621644,OTHER,S04012019E04302019,1320
'384020883735,CHEM_PET,S05012019E05312019,800
'840600380000,FOR_PROD,S03012019E03312019,8680
'328754380002,IM,S07012019E07312019,240
'088220058248,FOR_PROD,S03012019E03312019,3480
'880203874456,NONMET_PRO,S04012019E04302019,33212
'684882396640,CHEM_PET,S01012019E01312019,8080
'380000626200,CHEM_PET,S08012019E08312019,3840
'889593384020,MO_VEH,S07012019E07312019,800
'846777093768,CHEM_PET,S04012019E04302019,7720
'883737384020,IM,S10012019E10312019,58160
'315700395650,MO_VEH,S06012019E06302019,1680
'517130875850,AG_FOOD,S03012019E03312019,8720
'504450846209,IM,S03012019E03312019,5440
'708550537940,CHEM_PET,S03012019E03312019,3920
'554170744300,AG_FOOD,S11012019E11302019,3960
'831438566900,FOR_PROD,S12012019E12312019,3320
'584092883710,AG_FOOD,S11012019E11302019,5040
'846200848772,IM,S03012019E03312019,3360
'732123718552,NONMET_PRO,S03012019E03312019,4080
'504450509762,CHEM_PET,S06012019E06302019,4120
'396609566330,CHEM_PET,S03012019E03312019,14232
'684735743869,MET_ORE,S08012019E08312019,5840
'687478853470,MO_VEH,S04012019E04302019,800
'543640547500,AG_FOOD,S10012019E10312019,54922
'333332381441,AG_FOOD,S12012019E12312019,3920
'553200846209,IM,S09012019E09302019,1200
'581520797152,MO_VEH,S11012019E11302019,1840
'380000668100,AG_FOOD,S05012019E05312019,12400
'456200797000,CHEM_PET,S05012019E05312019,1200
'675332472600,NONMET_PRO,S12012019E12312019,4360
'774900381299,IM,S06012019E06302019,640
'731143566545,COAL,S01012019E01312019,161528
'303961337118,FOR_PROD,S04012019E04302019,2600
'880270504450,IM,S11012019E11302019,1960
'688190647000,CHEM_PET,S02012019E02282019,7480
'439875380002,AG_FOOD,S02012019E02282019,1680
'668141672328,OTHER,S02012019E02282019,188
'687478853470,MO_VEH,S07012019E07312019,800
'883000439900,CHEM_PET,S08012019E08312019,2040
'456200875640,FOR_PROD,S05012019E05312019,2520
'777550396295,CHEM_PET,S10012019E10312019,15560
'684735396640,CHEM_PET,S03012019E03312019,4400
'513143504810,AG_FOOD,S07012019E07312019,3960
'744836566900,AG_FOOD,S05012019E05312019,6920
'696900585650,MET_ORE,S05012019E05312019,3680
'315700380000,MO_VEH,S12012019E12312019,7840
'718538849990,NONMET_PRO,S10012019E10312019,4120
'093768744300,FOR_PROD,S11012019E11302019,3440
'684587647000,CHEM_PET,S03012019E03312019,58400
'500900380000,AG_FOOD,S10012019E10312019,11004
'380000513752,OTHER,S03012019E03312019,1760
'853470854119,CHEM_PET,S09012019E09302019,3576
'096592849118,FOR_PROD,S01012019E01312019,3520
'840600380000,IM,S01012019E01312019,4600
'744300558347,CHEM_PET,S01012019E01312019,4000
'628631566900,NONMET_PRO,S05012019E05312019,34437
